"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,79,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","LVA","Latvia","PC","Percentage","0","Units",,,10.893,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","LVA","Latvia","PC","Percentage","0","Units",,,3.493,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","LVA","Latvia","PC","Percentage","0","Units",,,0.462,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MOSS","Mosses","LVA","Latvia","PC","Percentage","0","Units",,,10.912,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","LICHEN","Lichens","LVA","Latvia","PC","Percentage","0","Units",,,3.493,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","LVA","Latvia","PC","Percentage","0","Units",,,0.465,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,68,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,389,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,7,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,13,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,1334,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,105,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,51,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,54,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,470,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,250,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,25000,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,59,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,368,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,7,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,13,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,786,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,85,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,49,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,36,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"ENDANGERED","Number of endangered species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,17,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,66,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,13,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,16,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,54,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,41,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,26,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,22,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,7,,
"THREATENED","Total number of threatened species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,56,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,130,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,48,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,43,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,89,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,66,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,16,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,54,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,20,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,41,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,26,,
"VULNERABLE_IND","Number of vulnerable indigenous species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,22,,
"THREATENED_IND","Total number of indigenous threatened species","MAMMAL","Mammals","LTU","Lithuania","NBR","Number","0","Units",,,7,,
"THREATENED_IND","Total number of indigenous threatened species","BIRD","Birds","LTU","Lithuania","NBR","Number","0","Units",,,56,,
"THREATENED_IND","Total number of indigenous threatened species","REPTILE","Reptiles","LTU","Lithuania","NBR","Number","0","Units",,,2,,
"THREATENED_IND","Total number of indigenous threatened species","AMPHIBIAN","Amphibians","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"THREATENED_IND","Total number of indigenous threatened species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","NBR","Number","0","Units",,,130,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,5,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,4,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","LTU","Lithuania","NBR","Number","0","Units",,,48,,
"THREATENED_IND","Total number of indigenous threatened species","LICHEN","Lichens","LTU","Lithuania","NBR","Number","0","Units",,,43,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","LTU","Lithuania","NBR","Number","0","Units",,,89,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","LTU","Lithuania","PC","Percentage","0","Units",,,10.294,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","LTU","Lithuania","PC","Percentage","0","Units",,,14.396,,
"THREAT_PERCENT","Threatened species as % of known species","REPTILE","Reptiles","LTU","Lithuania","PC","Percentage","0","Units",,,28.571,,
"THREAT_PERCENT","Threatened species as % of known species","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","PC","Percentage","0","Units",,,9.745,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","LTU","Lithuania","PC","Percentage","0","Units",,,4.762,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","LTU","Lithuania","PC","Percentage","0","Units",,,1.961,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","LTU","Lithuania","PC","Percentage","0","Units",,,10.213,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","LTU","Lithuania","PC","Percentage","0","Units",,,17.2,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","LTU","Lithuania","PC","Percentage","0","Units",,,0.356,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MAMMAL","Mammals","LTU","Lithuania","PC","Percentage","0","Units",,,11.864,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","BIRD","Birds","LTU","Lithuania","PC","Percentage","0","Units",,,15.217,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","REPTILE","Reptiles","LTU","Lithuania","PC","Percentage","0","Units",,,28.571,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","VASCULAR_PLANT","Vascular plants","LTU","Lithuania","PC","Percentage","0","Units",,,16.539,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","LTU","Lithuania","PC","Percentage","0","Units",,,5.882,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","LTU","Lithuania","PC","Percentage","0","Units",,,2.041,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","LTU","Lithuania","PC","Percentage","0","Units",,,11.111,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","AUS","Australia","NBR","Number","0","Units",,,41,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,8,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,553,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,20,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,27,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","AUS","Australia","NBR","Number","0","Units",,,9,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,17,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,212,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,8,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,30,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","AUS","Australia","NBR","Number","0","Units",,,57,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,14,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,585,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,25,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,17,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","AUS","Australia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,14,,
"THREATENED_IND","Total number of indigenous threatened species","MAMMAL","Mammals","AUS","Australia","NBR","Number","0","Units",,,107,,
"THREATENED_IND","Total number of indigenous threatened species","BIRD","Birds","AUS","Australia","NBR","Number","0","Units",,,135,,
"THREATENED_IND","Total number of indigenous threatened species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,60,,
"THREATENED_IND","Total number of indigenous threatened species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,39,,
"THREATENED_IND","Total number of indigenous threatened species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,1350,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,53,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,15,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,38,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","AUS","Australia","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,71,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MAMMAL","Mammals","AUS","Australia","PC","Percentage","0","Units",,,30.398,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","BIRD","Birds","AUS","Australia","PC","Percentage","0","Units",,,17.624,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","REPTILE","Reptiles","AUS","Australia","PC","Percentage","0","Units",,,5.556,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","AMPHIBIAN","Amphibians","AUS","Australia","PC","Percentage","0","Units",,,16.387,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","VASCULAR_PLANT","Vascular plants","AUS","Australia","PC","Percentage","0","Units",,,6.756,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","AUS","Australia","PC","Percentage","0","Units",,,1,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MOSS","Mosses","AUS","Australia","PC","Percentage","0","Units",,,0.05,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,1016,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,2100,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,53464,,
"TOT_KNOWN_IND","Total number of indigenous known species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,1016,,
"TOT_KNOWN_IND","Total number of indigenous known species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,2100,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,53464,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,69,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,135,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,310,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,34,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,57,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,302,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,135,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,251,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,356,,
"THREATENED","Total number of threatened species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,238,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,443,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,968,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,69,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,135,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,310,,
"CRITICAL_IND","Number of critically endangered indigenous species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,34,,
"CRITICAL_IND","Number of critically endangered indigenous species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,57,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,302,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,135,,
"VULNERABLE_IND","Number of vulnerable indigenous species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,251,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,356,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","AUT","Austria","NBR","Number","0","Units",,,238,,
"THREATENED_IND","Total number of indigenous threatened species","LICHEN","Lichens","AUT","Austria","NBR","Number","0","Units",,,443,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","AUT","Austria","NBR","Number","0","Units",,,968,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","AUT","Austria","PC","Percentage","0","Units",,,23.425,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","AUT","Austria","PC","Percentage","0","Units",,,21.095,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","AUT","Austria","PC","Percentage","0","Units",,,1.811,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MOSS","Mosses","AUT","Austria","PC","Percentage","0","Units",,,23.425,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","LICHEN","Lichens","AUT","Austria","PC","Percentage","0","Units",,,21.095,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","AUT","Austria","PC","Percentage","0","Units",,,1.811,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","FRA","France","NBR","Number","0","Units",,,1060,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,11,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","FRA","France","NBR","Number","0","Units",,,22,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,51,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","FRA","France","NBR","Number","0","Units",,,18,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,8,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","FRA","France","NBR","Number","0","Units",,,179,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,26,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","FRA","France","NBR","Number","0","Units",,,219,,
"THREAT_PERCENT","Threatened species as % of known species","VASCULAR_PLANT","Vascular plants","FRA","France","PC","Percentage","0","Units",,,8.45,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","FRA","France","PC","Percentage","0","Units",,,15.951,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","FRA","France","PC","Percentage","0","Units",,,20.66,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,51,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,28,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,100,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,179,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","ITA","Italy","NBR","Number","0","Units",,,1209,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","ITA","Italy","NBR","Number","0","Units",,,2704,,
"THREATENED","Total number of threatened species","MOSS","Mosses","ITA","Italy","NBR","Number","0","Units",,,237,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","ITA","Italy","NBR","Number","0","Units",,,153,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","ITA","Italy","PC","Percentage","0","Units",,,19.603,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","ITA","Italy","PC","Percentage","0","Units",,,5.658,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","TUR","Türkiye","NBR","Number","0","Units",,,20636,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","CAN","Canada","NBR","Number","0","Units",,,2677,,
"TOT_KNOWN_IND","Total number of indigenous known species","LICHEN","Lichens","CAN","Canada","NBR","Number","0","Units",,,2676,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","CAN","Canada","NBR","Number","0","Units",,,75,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","CAN","Canada","NBR","Number","0","Units",,,127,,
"CRITICAL_IND","Number of critically endangered indigenous species","MOSS","Mosses","CAN","Canada","NBR","Number","0","Units",,,75,,
"CRITICAL_IND","Number of critically endangered indigenous species","LICHEN","Lichens","CAN","Canada","NBR","Number","0","Units",,,127,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","CAN","Canada","PC","Percentage","0","Units",,,12.253,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","LICHEN","Lichens","CAN","Canada","PC","Percentage","0","Units",,,12.257,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,115,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,115,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,17,,
